SPOT_NM,DO_NM,CTY_NM,ADRES
유점사(하),서울특별시,서초구,서울특별시 서초구 방배동 92-1
원터골(1),서울특별시,서초구,서울특별시 서초구 원지동 4-13
우심회,서울특별시,서초구,서울특별시 서초구 서초동 150-15
우면정,서울특별시,서초구,서울특별시 서초구 서초동 150-15
염곡,서울특별시,서초구,서울특별시 서초구 염곡동 3-6
어둔골,서울특별시,서초구,서울특별시 서초구 원지동 23-1
암산,서울특별시,서초구,서울특별시 서초구 양재동 10
성산,서울특별시,서초구,서울특별시 서초구 방배동 92-1
서초(하),서울특별시,서초구,서울특별시 서초구 서초동 52
서초(상),서울특별시,서초구,서울특별시 서초구 서초동 52
방배응봉,서울특별시,서초구,서울특별시 서초구 방배동 43-6
구룡(1),서울특별시,서초구,서울특별시 서초구 염곡동 39-4
구룡,서울특별시,서초구,서울특별시 서초구 염곡동 2-1
개암,서울특별시,강남구,서울특별시 강남구 개포동 53-40
개포,서울특별시,강남구,서울특별시 강남구 개포동 139
구룡산,서울특별시,강남구,서울특별시 강남구 개포동 217-4
상황봉관음사약수터,전라남도,완도군,전라남도 완도군 완도읍 16-1
공동우물(충도),전라남도,완도군,전라남도 완도군 금일읍 장정리
옥룡상산,전라남도,광양시,전라남도 광양시 옥룡면 227
남보살,대전광역시,중구,대전광역시 중구 사정동 2-1
마동관음사,전라남도,광양시,전라남도 광양시 마동 91-23
광영큰골,전라남도,광양시,전라남도 광양시 광영동 61-2
죽림약수터,,,전라남도 담양군 남면 인암리 산 95-3  95-3
김종수,부산광역시,사하구,부산광역시 사하구 감천동 6-1723
얼음골약수터,부산광역시,수영구,부산광역시 수영구 망미동 114
삼성약수터,부산광역시,수영구,부산광역시 수영구 망미동 107-1
조광약수터,부산광역시,수영구,부산광역시 수영구 광안동 35-2
양지약수터,부산광역시,수영구,부산광역시 수영구 망미동 114
보현사약수터,강원도,원주시,강원도 원주시 태장동 191
구룡골약수,강원도,원주시,강원도 원주시 태장동 19
수왕사,전라북도,완주군,전라북도 완주군 구이면 14
신풍령,전라북도,무주군,전라북도 무주군 무풍면 1
대가,전라북도,순창군,전라북도 순창군 풍산면 금곡리73-1
청룡산,서울특별시,관악구,서울특별시 관악구 봉천동 175-36
연등약수터,전라남도,여수시,전라남도 여수시 연등동 641-2
국민주택,강원도,동해시,강원도 동해시 망상동 
가야산생수정,경상북도,성주군,경상북도 성주군 수륜면 10
구봉이,경기도,안산시단원구,경기도 안산시단원구 29
용화,경기도,안산시,경기도 안산시 상록구 5-1
수암,경기도,안산시,경기도 안산시 상록구 4
공설공원,경기도,안산시단원구,경기도 안산시단원구 37-2
너구리,경기도,안산시,경기도 안산시 상록구 41-17
토월,경기도,용인시수지구,경기도 용인시수지구 24
구갈약수터,경기도,용인시기흥구,경기도 용인시기흥구 83-7
상미약수터,경기도,용인시기흥구,경기도 용인시기흥구 57
옻샘,경기도,용인시처인구,경기도 용인시처인구 33-5
구성,경기도,용인시처인구,경기도 용인시처인구 15
입석,경기도,의정부시,경기도 의정부시 가능동 21-1
불암,경기도,의정부시,경기도 의정부시 녹양동 2-10
천보산,경기도,의정부시,경기도 의정부시 63-2
남산,경상북도,경주시,경상북도 경주시 남산동 36-1
무지골약수터,울산광역시,동구,울산광역시 동구 동부동 164-2
산록약수터,울산광역시,동구,울산광역시 동구 전하동 166-10
미곡약수,세종특별자치시도,세종특별자치시,세종특별자치시도 세종특별자치시 전동면 미곡리1
신방약수,세종특별자치시도,세종특별자치시,세종특별자치시도 세종특별자치시 전의면 신방리5
정자,경기도,수원시장안구,경기도 수원시장안구 869-1
연무,경기도,수원시장안구,경기도 수원시장안구 160-12
수성,경기도,수원시권선구,경기도 수원시권선구 1-5
팔달,경기도,수원시팔달구,경기도 수원시팔달구 1-1
효원,경기도,수원시팔달구,경기도 수원시팔달구 1-1
한천,경기도,수원시장안구,경기도 수원시장안구 3-1
금당골,경기도,수원시장안구,경기도 수원시장안구 10
금오산약수터,충청남도,예산군,충청남도 예산군 예산읍 60-15
오소리약수터,충청남도,예산군,충청남도 예산군 예산읍 156-11
성대,경기도,수원시장안구,경기도 수원시장안구 38
구기,경기도,수원시장안구,경기도 수원시장안구 4
동학사야영장,충청남도,공주시,충청남도 공주시 반포면 
이어니재약수,충청남도,보령시,충청남도 보령시 남포면 
신흥사약수,충청남도,보령시,충청남도 보령시 죽정동 21
웅무정약수,충청남도,보령시,충청남도 보령시 웅천읍 
원전약수,충청남도,보령시,충청남도 보령시 오천면 
영천약수,충청남도,아산시,충청남도 아산시 영인면 55
이충무공약수터,충청남도,아산시,충청남도 아산시 음봉면 
이마당약수터,충청남도,아산시,충청남도 아산시 송악면 
온주약수터,충청남도,아산시,충청남도 아산시 읍내동 124-1
절곡약수터,충청남도,아산시,충청남도 아산시 도고면 17
소룡리약수터,충청남도,논산시,충청남도 논산시 연무읍 14-4
수락리약수터,충청남도,논산시,충청남도 논산시 벌곡면 
노성산(하)약수터,충청남도,논산시,충청남도 논산시 노성면 
청송약수터,충청남도,계룡시,충청남도 계룡시 두마면 30-1
만운사약수터,충청남도,계룡시,충청남도 계룡시 두마면 443
동금암광장,충청남도,계룡시,충청남도 계룡시 금암동 58
잿골샘터,강원도,홍천군,강원도 홍천군 홍천읍 희망리49
닭바위샘터,강원도,홍천군,강원도 홍천군 홍천읍 갈마곡리67-13
새말샘터,강원도,홍천군,강원도 홍천군 화촌면 성산리18
빙애산샘터,,,강원도 홍천군 속초리 산28  28
약사전,강원도,횡성군,강원도 횡성군 서원면 
약물내기샘터,강원도,영월군,강원도 영월군 영월읍 방절리
옥수정샘터,강원도,영월군,강원도 영월군 상동읍 천평리
선령샘터,,,강원도 영월군 중동면 녹전리  
옥동샘터,강원도,영월군,강원도 영월군 김삿갓면 
마차샘터,강원도,영월군,강원도 영월군 북면 
우무골샘터,강원도,영월군,강원도 영월군 북면 
장충샘터,강원도,영월군,강원도 영월군 주천면 
꽃바위샘터,강원도,영월군,강원도 영월군 무릉도원면 도원리
상원사샘터,강원도,평창군,강원도 평창군 진부면 
마봉약수터,전라남도,해남군,전라남도 해남군 송지면 95-9
신덕약수터,전라남도,해남군,전라남도 해남군 화원면 357-3
도락산,경기도,양주시,경기도 양주시 은현면 83-1
사리산,경기도,양주시,경기도 양주시 남면 1-1
흥덕사,경기도,양주시,경기도 양주시 남면 6-1
감악산,경기도,양주시,경기도 양주시 남면 35-2
천주교묘지,경기도,양주시,경기도 양주시 장흥면 23-1
독정골,경기도,양주시,경기도 양주시 장흥면 97-1
훈련장,경기도,양주시,경기도 양주시 광적면 116-3
새낭골(위),경기도,양주시,경기도 양주시 광적면 70
용봉약수터,충청남도,홍성군,충청남도 홍성군 홍북읍 신경리80-3
관음사약수터,충청남도,홍성군,충청남도 홍성군 광천읍 335-1
옻샘약수터,충청남도,예산군,충청남도 예산군 예산읍 15-3
금오산약수터,충청남도,예산군,충청남도 예산군 예산읍 60-15
오소리약수터,충청남도,예산군,충청남도 예산군 예산읍 156-11
대회리약수,충청남도,예산군,충청남도 예산군 예산읍 30-1
광덕사약수터,충청남도,예산군,충청남도 예산군 덕산면 
고택약수터,충청남도,예산군,충청남도 예산군 신암면 336-2
용곡약수터,충청남도,예산군,충청남도 예산군 예산읍 30-1
봉대미산약수터,충청남도,예산군,충청남도 예산군 예산읍 13-1
백화산약수터,충청남도,태안군,충청남도 태안군 태안읍 
장산약수터,충청남도,태안군,충청남도 태안군 태안읍 
냉천골약수터,충청남도,태안군,충청남도 태안군 태안읍 
소야리,충청남도,태안군,충청남도 태안군 
좁은목,전라북도,전주시완산구,전라북도 전주시완산구 57-1
냉천골샘터,강원도,양구군,강원도 양구군 양구읍 죽곡리
한계골샘터,,,강원도 양구군 남면 구암리  
대암샘터,강원도,양구군,강원도 양구군 해안면 
갯골샘터,강원도,인제군,강원도 인제군 인제읍 
다랑벼루샘터,강원도,인제군,강원도 인제군 인제읍 45-1
수진암천,강원도,인제군,강원도 인제군 기린면 
장수샘터,강원도,인제군,강원도 인제군 북면 
필례약수,강원도,인제군,강원도 인제군 인제읍 
방동약수,강원도,인제군,강원도 인제군 기린면 
남전약수,강원도,인제군,강원도 인제군 남면 62-2
수성샘터,강원도,고성군,강원도 고성군 간성읍 15
토골샘터,강원도,고성군,강원도 고성군 간성읍 23
해맞이봉샘터,강원도,고성군,강원도 고성군 거진읍 1
얼음골(하),부산광역시,수영구,부산광역시 수영구 망미동 114
동암약수,경기도,동두천시,경기도 동두천시 보산동 13-1
창말약수,경기도,동두천시,경기도 동두천시 동두천동 8
연주샘,경기도,과천시,경기도 과천시 중앙동 12-1
등산로(상),경기도,과천시,경기도 과천시 중앙동 11
등산로(하),경기도,과천시,경기도 과천시 중앙동 11
연화산,강원도,태백시,강원도 태백시 황지동 1
한마음,강원도,태백시,강원도 태백시 황지동 15-1
마을,강원도,태백시,강원도 태백시 황지동 5-1
너덜,강원도,태백시,강원도 태백시 하사미동 7-2
절골,강원도,태백시,강원도 태백시 하사미동 5-1
오름뫼,강원도,태백시,강원도 태백시 황지동 1-8
용정수,강원도,태백시,강원도 태백시 소도동 321-1
계량촌,강원도,태백시,강원도 태백시 장성동 17-4
문화동골,강원도,태백시,강원도 태백시 동점동 6-5
메밀뜰,강원도,태백시,강원도 태백시 동점동 6-5
건널목,강원도,태백시,강원도 태백시 철암동 3-3
신라샘1,강원도,속초시,강원도 속초시 조양동 399
신라샘2,강원도,속초시,강원도 속초시 조양동 399-1
싸리재샘,강원도,속초시,강원도 속초시 조양동 399-2
양리샘터,강원도,삼척시,강원도 삼척시 근덕면 232-3
석화산샘터,강원도,홍천군,강원도 홍천군 홍천읍 희망리31
녹수약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
산수약수터,부산광역시,동구,부산광역시 동구 수정동 65-121
조기약수터,부산광역시,동구,부산광역시 동구 수정동 65-121
감나무골약수터,부산광역시,동구,부산광역시 동구 수정동 23
청조약수터,부산광역시,동구,부산광역시 동구 수정동 37
봉수약수터,부산광역시,동구,부산광역시 동구 초량동 29
수정샘약수터,부산광역시,동구,부산광역시 동구 초량동 29
만수약수터,부산광역시,동구,부산광역시 동구 초량동 26
새구봉천약수터,부산광역시,동구,부산광역시 동구 초량동 34-1
녹산약수터,부산광역시,동구,부산광역시 동구 초량동 34-1
전원약수터,부산광역시,동구,부산광역시 동구 초량동 64-3
백운사약수터,부산광역시,동구,부산광역시 동구 수정동 17
바가지샘약수터,부산광역시,동구,부산광역시 동구 수정동 37
쌍용사약수터,전라남도,여수시,전라남도 여수시 선원동 66
국형사약수,강원도,원주시,강원도 원주시 행구동 98
어린이공원,전라남도,여수시,전라남도 여수시 봉강동 578-9
고락산1,전라남도,여수시,전라남도 여수시 문수동 110-1
까치재,대전광역시,중구,대전광역시 중구 사정동 198-2
까치재,대전광역시,중구,대전광역시 중구 사정동 198-2
까치재,대전광역시,중구,대전광역시 중구 사정동 198-2
제1약수,서울특별시,관악구,서울특별시 관악구 신림동 57-13
천지,서울특별시,관악구,서울특별시 관악구 봉천동 4-9
청룡,서울특별시,관악구,서울특별시 관악구 신림동 68-3
폭포수(1),서울특별시,관악구,서울특별시 관악구 신림동 50-21
상봉,서울특별시,관악구,서울특별시 관악구 봉천동 4-9
천봉,서울특별시,관악구,서울특별시 관악구 남현동 64
망용,전라남도,순천시,전라남도 순천시 월등면 137-1
주암댐,전라남도,순천시,전라남도 순천시 조례동 1519-26
금바위,경기도,수원시장안구,경기도 수원시장안구 5-3
한마음,경기도,수원시장안구,경기도 수원시장안구 6
통소바위,경기도,수원시장안구,경기도 수원시장안구 23-1
옹달샘,경기도,수원시장안구,경기도 수원시장안구 13
절터,경기도,수원시장안구,경기도 수원시장안구 15
문암골1호,경기도,수원시장안구,경기도 수원시장안구 35
문암골3호,경기도,수원시장안구,경기도 수원시장안구 35
백년수,경기도,수원시장안구,경기도 수원시장안구 40-1
칠보,경기도,수원시권선구,경기도 수원시권선구 30-1
광이재,경기도,수원시권선구,경기도 수원시권선구 742-6
화서,경기도,수원시팔달구,경기도 수원시팔달구 79-9
숙지산,경기도,수원시팔달구,경기도 수원시팔달구 27
구매탄,경기도,수원시영통구,경기도 수원시영통구 899
용화출,경기도,수원시영통구,경기도 수원시영통구 1177
살구골,경기도,수원시영통구,경기도 수원시영통구 983-3
반달,경기도,수원시영통구,경기도 수원시영통구 1012-4
중앙공원,경기도,수원시영통구,경기도 수원시영통구 961-1
남촌공동우물,전라남도,해남군,전라남도 해남군 옥천면 748
탑동약수터,전라남도,영암군,전라남도 영암군 영암읍 망호리
냉천약수터,전라남도,영암군,전라남도 영암군 금정면 
길암천약수터,전라남도,영암군,전라남도 영암군 미암면 
불갑파출소,전라남도,영광군,전라남도 영광군 불갑면 421-3
백양사경내우물,전라남도,장성군,전라남도 장성군 북하면 
신금암2호,경기도,수원시장안구,경기도 수원시장안구 38
빗기촌샘,전라남도,장성군,전라남도 장성군 장성읍 872
재봉산약수터,전라남도,장성군,전라남도 장성군 장성읍 183-1
상황봉관음사약수터,전라남도,완도군,전라남도 완도군 완도읍 16-1
공동우물(충도),전라남도,완도군,전라남도 완도군 금일읍 장정리
옥룡상산,전라남도,광양시,전라남도 광양시 옥룡면 227
마동관음사,전라남도,광양시,전라남도 광양시 마동 91-23
광영큰골,전라남도,광양시,전라남도 광양시 광영동 61-2
죽림약수터,,,전라남도 담양군 남면 인암리 산 95-3  95-3
옥천골약수터,전라남도,담양군,전라남도 담양군 대덕면 66
달기약수터,경상북도,청송군,경상북도 청송군 청송읍 735
신촌약수터,경상북도,청송군,경상북도 청송군 진보면 24-1
얼음골약수터,,,경상북도 청송군 부동면 항리 1  1
신원약수터,경상북도,영양군,경상북도 영양군 수비면 255
운문면정상약수터,경상북도,청도군,경상북도 청도군 운문면 108-3
주산,경상북도,고령군,경상북도 고령군 대가야읍 연조리
냉수욕터,부산광역시,남구,부산광역시 남구 대연동 54-37
안창,부산광역시,남구,부산광역시 남구 대연동 53-19
백양사경내우물,전라남도,장성군,전라남도 장성군 북하면 
빗기촌샘,전라남도,장성군,전라남도 장성군 장성읍 872
재봉산약수터,전라남도,장성군,전라남도 장성군 장성읍 183-1
상황봉관음사약수터,전라남도,완도군,전라남도 완도군 완도읍 16-1
공동우물(충도),전라남도,완도군,전라남도 완도군 금일읍 장정리
옥룡상산,전라남도,광양시,전라남도 광양시 옥룡면 227
마동관음사,전라남도,광양시,전라남도 광양시 마동 91-23
광영큰골,전라남도,광양시,전라남도 광양시 광영동 61-2
죽림약수터,,,전라남도 담양군 남면 인암리 산 95-3  95-3
옥천골약수터,전라남도,담양군,전라남도 담양군 대덕면 66
물통공약수터,전라남도,담양군,전라남도 담양군 용면 6
한재골약수터,전라남도,담양군,전라남도 담양군 대전면 100-6
억불약수터,전라남도,장흥군,전라남도 장흥군 장흥읍 
체육공원,부산광역시,남구,부산광역시 남구 문현동 7
문현,부산광역시,남구,부산광역시 남구 문현동 7
중앙늘샘쉽터②,부산광역시,남구,부산광역시 남구 대연동 54-36
냉수욕터,부산광역시,남구,부산광역시 남구 대연동 54-37
안창,부산광역시,남구,부산광역시 남구 대연동 53-19
대연샘,부산광역시,남구,부산광역시 남구 대연동 54-56
청량산,부산광역시,남구,부산광역시 남구 용당동 51-9
아래솔밭,부산광역시,남구,부산광역시 남구 용당동 123-22
서재골(하),경상남도,김해시,경상남도 김해시 동상동 190-1
경운사(상),경상남도,김해시,경상남도 김해시 외동 47
경운사(하),경상남도,김해시,경상남도 김해시 외동 824
물망골,경상남도,김해시,경상남도 김해시 구산동 638
광장,경상남도,김해시,경상남도 김해시 삼방동 120-1
남재골,경상남도,김해시,경상남도 김해시 동상동 1-2
일운약수터,경상남도,거제시,경상남도 거제시 일운면 34-15
산양약수터,경상남도,거제시,경상남도 거제시 동부면 940-6
장천,부산광역시,북구,부산광역시 북구 화명동 259
장천(하),부산광역시,북구,부산광역시 북구 화명동 259
휴양림약수,충청남도,천안시동남구,충청남도 천안시동남구 28-1
매봉약수,충청남도,천안시동남구,충청남도 천안시동남구 252
발산약수,충청남도,천안시동남구,충청남도 천안시동남구 48
신대약수,충청남도,천안시서북구,충청남도 천안시서북구 320-6
용수대약수터,충청남도,공주시,충청남도 공주시 계룡면 
매표소앞약수,충청남도,공주시,충청남도 공주시 반포면 
용천,대전광역시,동구,대전광역시 동구 용운동 299-1
용수골,대전광역시,동구,대전광역시 동구 용운동 74-6
옥정사,대전광역시,동구,대전광역시 동구 가양동 3-16
옻샘,대전광역시,동구,대전광역시 동구 판암동 24
지푸재,대전광역시,동구,대전광역시 동구 대별동 10
모암,대전광역시,동구,대전광역시 동구 이사동 7-1
가늠골공동우물,대전광역시,중구,대전광역시 중구 석교동 269-19
보문,대전광역시,중구,대전광역시 중구 대사동 3-71
수정암,대전광역시,중구,대전광역시 중구 대사동 3-71
보문천,대전광역시,중구,대전광역시 중구 대사동 3-71
대보천,대전광역시,중구,대전광역시 중구 대사동 3-71
보문석천,대전광역시,중구,대전광역시 중구 대사동 3-71
상봉,대전광역시,중구,대전광역시 중구 대사동 3-71
명수천,대전광역시,중구,대전광역시 중구 부사동 2-13
송학사,대전광역시,중구,대전광역시 중구 문화동 18-1
고촉사,대전광역시,중구,대전광역시 중구 문화동 18-1
남보살,대전광역시,중구,대전광역시 중구 사정동 2-1
까치재,대전광역시,중구,대전광역시 중구 사정동 198-2
상당,대전광역시,중구,대전광역시 중구 사정동 48-1
갈마,대전광역시,서구,대전광역시 서구 갈마동 414-1
명암,대전광역시,서구,대전광역시 서구 정림동 18-1
빼울,대전광역시,서구,대전광역시 서구 가수원동 618-4
한천,대전광역시,서구,대전광역시 서구 관저동 838-1
오량,대전광역시,서구,대전광역시 서구 복수동 336-31
유왕공약수,충청남도,천안시동남구,충청남도 천안시동남구 
도불산,경상남도,창원시진해구,경상남도 창원시진해구 18-2
도불천,경상남도,창원시진해구,경상남도 창원시진해구 52-3
도불천,경상남도,창원시진해구,경상남도 창원시진해구 52-3
도불천,경상남도,창원시진해구,경상남도 창원시진해구 52-3
도불천,경상남도,창원시진해구,경상남도 창원시진해구 52-3
자은,경상남도,창원시진해구,경상남도 창원시진해구 1-3
자은,경상남도,창원시진해구,경상남도 창원시진해구 1-3
자은,경상남도,창원시진해구,경상남도 창원시진해구 1-3
자은,경상남도,창원시진해구,경상남도 창원시진해구 1-3
진골약수터,충청남도,서천군,충청남도 서천군 마산면 13-1
우산성(상),충청남도,청양군,충청남도 청양군 청양읍 5-1
우산성(하),충청남도,청양군,충청남도 청양군 청양읍 4-2
선암사,전라남도,순천시,전라남도 순천시 승주읍 유흥리802
송광사,전라남도,순천시,전라남도 순천시 송광면 12
오산,전라남도,순천시,전라남도 순천시 주암면 859-1
저전6통,전라남도,순천시,전라남도 순천시 저전동 299-2
저전7통,전라남도,순천시,전라남도 순천시 저전동 311-1
삼인동약수터,전라남도,곡성군,전라남도 곡성군 곡성읍 37
신흥(무창)약수터,전라남도,곡성군,전라남도 곡성군 옥과면 30
지동약수터,전라남도,곡성군,전라남도 곡성군 옥과면 66
아방절약수터,전라남도,곡성군,전라남도 곡성군 오곡면 25-4
당몰샘,전라남도,구례군,전라남도 구례군 마산면 633
작은등샘,전라남도,구례군,전라남도 구례군 마산면 181-4
버드실샘,전라남도,구례군,전라남도 구례군 마산면 301-3
감로천,전라남도,구례군,전라남도 구례군 광의면 66
심원옹달샘,전라남도,구례군,전라남도 구례군 산동면 110-1
임걸령옹달샘,전라남도,구례군,전라남도 구례군 산동면 110-1
벽산아파트,충청북도,청주시흥덕구,충청북도 청주시흥덕구 762
삼일아파트,충청북도,청주시흥덕구,충청북도 청주시흥덕구 2008
장구봉등산로,충청북도,청주시서원구,충청북도 청주시서원구 505
청화사,충청북도,청주시서원구,충청북도 청주시서원구 36
구룡산정상,충청북도,청주시서원구,충청북도 청주시서원구 20-6
매봉산정상,충청북도,청주시서원구,충청북도 청주시서원구 36-48
풍년공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 1075
명심근린공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 2316
꽃재근린공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 1505
범바위약수터,충청북도,충주시,충청북도 충주시 호암동 2
샘골약수터,충청북도,충주시,충청북도 충주시 안림동 72-4
탄금대약수터,충청북도,충주시,충청북도 충주시 칠금동 1-1
왕가봉,대전광역시,유성구,대전광역시 유성구 노은동 312-11
수산대,부산광역시,동래구,부산광역시 동래구 온천동 92-2
대덕사,부산광역시,동래구,부산광역시 동래구 온천동 92-2
밤나무골약수,강원도,원주시,강원도 원주시 봉산동 96-2
아렛배랭이,경기도,과천시,경기도 과천시 문원동 182
경월샘터,강원도,강릉시,강원도 강릉시 회산동 81
회산샘터,강원도,강릉시,강원도 강릉시 회산동 236
토골,강원도,동해시,강원도 동해시 천곡동 
항골,강원도,동해시,강원도 동해시 천곡동 
단병,강원도,동해시,강원도 동해시 망상동 3
만리산약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
대연샘,부산광역시,남구,부산광역시 남구 대연동 54-56
청량산,부산광역시,남구,부산광역시 남구 용당동 51-9
아래솔밭,부산광역시,남구,부산광역시 남구 용당동 123-22
용당12통,부산광역시,남구,부산광역시 남구 용당동 401-1
장산,부산광역시,남구,부산광역시 남구 용호동 101
장군묘,부산광역시,남구,부산광역시 남구 용호동 113-2
장자산,부산광역시,남구,부산광역시 남구 용호동 30-1
이어니재약수,충청남도,보령시,충청남도 보령시 남포면 
신흥사약수,충청남도,보령시,충청남도 보령시 죽정동 21
웅무정약수,충청남도,보령시,충청남도 보령시 웅천읍 
원전약수,충청남도,보령시,충청남도 보령시 오천면 
영천약수,충청남도,아산시,충청남도 아산시 영인면 55
장천(하),부산광역시,북구,부산광역시 북구 화명동 259
선강(하),부산광역시,북구,부산광역시 북구 구포동 42-1
이칠약수터,부산광역시,사상구,부산광역시 사상구 모라동 93
서당골,부산광역시,사상구,부산광역시 사상구 모라동 
탑골,부산광역시,사상구,부산광역시 사상구 괘법동 1
삼각산,부산광역시,사상구,부산광역시 사상구 괘법동 1
건강,부산광역시,사상구,부산광역시 사상구 주례동 113
백양골,부산광역시,사상구,부산광역시 사상구 주례동 113-11
백양정,부산광역시,사상구,부산광역시 사상구 주례동 8-1
승록정,부산광역시,사상구,부산광역시 사상구 주례동 69
복천,부산광역시,사상구,부산광역시 사상구 주례동 69-1
백련,부산광역시,사상구,부산광역시 사상구 엄궁동 52
불심,부산광역시,사상구,부산광역시 사상구 엄궁동 42
한철,경기도,수원시장안구,경기도 수원시장안구 107
한철2호,경기도,수원시장안구,경기도 수원시장안구 107
삼익,경기도,수원시장안구,경기도 수원시장안구 93-2
신선,경기도,수원시장안구,경기도 수원시장안구 98-1
계명,경기도,수원시장안구,경기도 수원시장안구 369
율전,경기도,수원시장안구,경기도 수원시장안구 21
마우골약수터,부산광역시,사하구,부산광역시 사하구 괴정동 173
정수암,부산광역시,사하구,부산광역시 사하구 괴정동 1063-9
백양정,부산광역시,사상구,부산광역시 사상구 주례동 8-1
승록정,부산광역시,사상구,부산광역시 사상구 주례동 69
복천,부산광역시,사상구,부산광역시 사상구 주례동 69-1
백련,부산광역시,사상구,부산광역시 사상구 엄궁동 52
일노정,부산광역시,북구,부산광역시 북구 만덕동 121
불심,부산광역시,사상구,부산광역시 사상구 엄궁동 42
승학,부산광역시,사상구,부산광역시 사상구 엄궁동 60-3
장수천약수터,부산광역시,사하구,부산광역시 사하구 괴정동 174
싸리골약수터,부산광역시,사하구,부산광역시 사하구 괴정동 1-47
장수탑약수터,부산광역시,사하구,부산광역시 사하구 괴정동 174
돌샘약수터,부산광역시,사하구,부산광역시 사하구 괴정동 1-1
한샘약수터,부산광역시,사하구,부산광역시 사하구 괴정동 1-1
마우골약수터,부산광역시,사하구,부산광역시 사하구 괴정동 173
정수암,부산광역시,사하구,부산광역시 사하구 괴정동 1063-9
옹달샘약수터,부산광역시,사하구,부산광역시 사하구 괴정동 93-1
승학약수터,부산광역시,사하구,부산광역시 사하구 당리동 34
정각사약수터,부산광역시,사하구,부산광역시 사하구 당리동 45-1
몰운대약수터,부산광역시,사하구,부산광역시 사하구 다대동 144
금정,부산광역시,금정구,부산광역시 금정구 장전동 29-4
참샘골,부산광역시,금정구,부산광역시 금정구 구서동 178
정암,부산광역시,금정구,부산광역시 금정구 구서동 4-1
물망골2,부산광역시,금정구,부산광역시 금정구 구서동 4-8
용머리,부산광역시,금정구,부산광역시 금정구 구서동 4-8
물망골1,부산광역시,금정구,부산광역시 금정구 구서동 4-8
제일,부산광역시,금정구,부산광역시 금정구 서동 1
서곡,부산광역시,금정구,부산광역시 금정구 서동 103
서천,부산광역시,금정구,부산광역시 금정구 금사동 544
회동,부산광역시,금정구,부산광역시 금정구 금사동 111
여명,부산광역시,금정구,부산광역시 금정구 금사동 9
실로암,서울특별시,강남구,서울특별시 강남구 일원동 63-51
쌍봉,서울특별시,강남구,서울특별시 강남구 수서동 3-24
오소재약수터,전라남도,해남군,전라남도 해남군 북일면 117-8
송호약수터,전라남도,해남군,전라남도 해남군 송지면 963-1
남촌공동우물,전라남도,해남군,전라남도 해남군 옥천면 748
탑동약수터,전라남도,영암군,전라남도 영암군 영암읍 망호리
냉천약수터,전라남도,영암군,전라남도 영암군 금정면 
길암천약수터,전라남도,영암군,전라남도 영암군 미암면 
불갑파출소,전라남도,영광군,전라남도 영광군 불갑면 421-3
땀띠샘,전라남도,화순군,전라남도 화순군 동복면 
평화약수,전라남도,장흥군,전라남도 장흥군 장흥읍 65
사또샘,전라남도,장흥군,전라남도 장흥군 장흥읍 55
도장골샘,전라남도,장흥군,전라남도 장흥군 대덕읍 44-5
보은산,전라남도,강진군,전라남도 강진군 강진읍 3
낙하정,전라남도,강진군,전라남도 강진군 강진읍 79-1
탑골,전라남도,강진군,전라남도 강진군 강진읍 108-1
가재샘,전라남도,강진군,전라남도 강진군 도암면 20-1
기알재,전라남도,강진군,전라남도 강진군 병영면 239
대흥사약수터,전라남도,해남군,전라남도 해남군 삼산면 146-3
낫개약수터,부산광역시,사하구,부산광역시 사하구 다대동 1-16
마봉약수터,전라남도,해남군,전라남도 해남군 송지면 95-9
신덕약수터,전라남도,해남군,전라남도 해남군 화원면 357-3
오소재약수터,전라남도,해남군,전라남도 해남군 북일면 117-8
송호약수터,전라남도,해남군,전라남도 해남군 송지면 963-1
남촌공동우물,전라남도,해남군,전라남도 해남군 옥천면 748
탑동약수터,전라남도,영암군,전라남도 영암군 영암읍 망호리
냉천약수터,전라남도,영암군,전라남도 영암군 금정면 
길암천약수터,전라남도,영암군,전라남도 영암군 미암면 
불갑파출소,전라남도,영광군,전라남도 영광군 불갑면 421-3
백양사경내우물,전라남도,장성군,전라남도 장성군 북하면 
빗기촌샘,전라남도,장성군,전라남도 장성군 장성읍 872
정각사약수터,부산광역시,사하구,부산광역시 사하구 당리동 45-1
몰운대약수터,부산광역시,사하구,부산광역시 사하구 다대동 144
낫개약수터,부산광역시,사하구,부산광역시 사하구 다대동 1-16
보덕포약수터,부산광역시,사하구,부산광역시 사하구 장림동 96-1
옥녀약수터,부산광역시,사하구,부산광역시 사하구 감천동 71
천마산약수터,부산광역시,사하구,부산광역시 사하구 감천동 13
김종수,부산광역시,사하구,부산광역시 사하구 감천동 6-1723
얼음골약수터,부산광역시,수영구,부산광역시 수영구 망미동 114
삼성약수터,부산광역시,수영구,부산광역시 수영구 망미동 107-1
조광약수터,부산광역시,수영구,부산광역시 수영구 광안동 35-2
양지약수터,부산광역시,수영구,부산광역시 수영구 망미동 114
구름재약수터,부산광역시,수영구,부산광역시 수영구 광안동 35-1
동굴약수터,부산광역시,수영구,부산광역시 수영구 광안동 19
