arcd,acmdfclty_sn,ctprvn_nm,sgg_nm,acmdfclty_se_cd,acmdfclty_se_nm,vt_acmdfclty_nm,rdnmadr_cd,bdong_cd,hdong_cd,dtl_adres,fclty_ar,vt_acmd_psbl_nmpr,xcord,ycord,mngps_nm,mngps_telno
4825000000,179,경상남도,김해시,013,"연수,숙박",투헤븐호텔,4825031025105010008092114,4825012700,4825061000,경상남도 김해시 장유로334번길 8(신문동),1021,128,128.81567766,35.19657291,장병옥,010-3389-1577
4825000000,169,경상남도,김해시,001,학교,삼문초등학교,4825031026100600001070927,4825012800,4825062000,경상남도 김해시 번화2로 104(삼문동),330,126,128.80307516,35.19798354,박종주,055-330-3283
4825000000,84,경상남도,김해시,001,학교,계동초등학교,4825031027103330001070773,4825012900,4825062000,경상남도 김해시 계동로 96(대청동),2894,1113,128.79564916,35.18502281,박종주,055-330-3283
4825000000,147,경상남도,김해시,002,마을회관,장재마을회관,4825034027113870002085465,4825034027,4825034000,경상남도 김해시 한림면 장재로 191,115,44,128.816455,35.32274354,박종주,055-330-3283
4825000000,32,경상남도,김해시,001,학교,한림중학교,4825034028103460000029291,4825034028,4825034000,경상남도 김해시 한림면 한림로365번길 33,987,379,128.79954622,35.32115313,박종주,055-330-3283
4825000000,106,경상남도,김해시,007,기타시설,불암동체육관,4825012100102770007000001,4825012100,4825060000,경상남도 김해시 삼안로 36-19 (지내동),1525,586,128.91868075,35.23267896,박종주,055-330-3283
4825000000,150,경상남도,김해시,002,마을회관,장원마을회관,4825034025100450000092445,4825034025,4825034000,경상남도 김해시 한림면 명동로123번길 24-3 ,115,44,128.81811152,35.30573008,박종주,055-330-3283
4825000000,152,경상남도,김해시,003,경로당,가영경로당,4825034025108290000091631,4825034025,4825034000,경상남도 김해시 한림면 용덕로236번길 13,98,37,128.83095102,35.29765986,박종주,055-330-3283
4825000000,109,경상남도,김해시,004,관공서,대동면행정복지센터,4825037025101440002047800,4825037025,4825037000,경상남도 김해시 대동면 대동로 610,194,74,128.98050489,35.2423107,박종주,055-330-3283
4825000000,53,경상남도,김해시,001,학교,대감초등학교,4825037027108050001058446,4825037027,4825037000,경상남도 김해시 대동면 대동로 993,726,279,128.98172281,35.27363562,박종주,055-330-3283
4827000000,55,경상남도,밀양시,001,학교,밀양여자고등학교,4827010100103260000050838,4827010100,4827051000,경상남도 밀양시 내일중앙길 10(내일동),1423,547,128.75592263,35.49521159,밀양여자고등학교장,055-354-2106
4872000000,27,경상남도,의령군,001,학교,지정초등학교,4872037021107750001009321,4872037021,4872037000,경상남도 의령군 지정면 함의로4길 5,2233,676,128.38762972,35.38322331,정복심,055-572-5411
4872000000,65,경상남도,의령군,004,관공서,지정면사무소,4872037021107230000009434,4872037021,4872037000,경상남도 의령군 지정면 함의로5길 8,775,190,128.38594379,35.38242458,노환,055-570-4660
4882000000,54,경상남도,고성군,007,기타시설,고성실내체육관,4882025027103910001012918,4882025027,4882025000,경상남도 고성군 고성읍 송학고분로 179,1269,488,128.31048631,34.97866005,체육시설팀,055-670-5846
4884000000,95,경상남도,남해군,002,마을회관,감암마을회관,4884038027105580000022859,4884038027,4884038000,경상남도 남해군 설천면 노량로 94,253,97,127.86643802,34.93757948,지현호,010-3869-9036
4885000000,392,경상남도,하동군,001,학교,하동중앙중학교,4885025021106670000048542,4885025021,4885025000,경상남도 하동군 하동읍 연화길 77,1595,613,127.74964629,35.0766373,,
4885000000,309,경상남도,하동군,002,마을회관,동교마을회관,4885025021114330001022423,4885025021,4885025000,경상남도 하동군 하동읍 동교1길 11-2 ,69,26,127.74509628,35.06963803,허영일,055-884-3144
4885000000,379,경상남도,하동군,001,학교,옥종중학교,4885041021102270000029964,4885041021,4885041000,경상남도 하동군 옥종면 옥종중앙길 35,1717,660,127.879471,35.179509,정왕근,055-882-8024
4885000000,424,경상남도,하동군,013,"연수,숙박",모텔엘도라도,4885036024100010001051430,4885036024,4885036000,경상남도 하동군 금남면 경충로 178-18 ,613,68,127.88443194,34.95806838,,
4885000000,341,경상남도,하동군,001,학교,노량초등학교,4885036025107590002002838,4885036025,4885036000,경상남도 하동군 금남면 제먼당길 60,952,366,127.856671,34.952097,유무철,055-882-0041
4886000000,381,경상남도,산청군,002,마을회관,양촌마을회관,4886032021101220011000001,4886032021,4886032000,경상남도 산청군 오부면 산수로541번길 83,177,68,127.86051112,35.45825016,마을이장,010-9695-9979
4886000000,373,경상남도,산청군,001,학교,오부초등학교,4886032025108400000009914,4886032025,4886032000,경상남도 산청군 오부면 오동로 649,668,256,127.88669047,35.49944285,학교장,055-973-8246
4886000000,382,경상남도,산청군,002,마을회관,중촌마을회관,4886032026105590008010051,4886032026,4886032000,경상남도 산청군 오부면 오동로705번길 67,76,29,127.89467932,35.50693685,마을이장,010-6313-4270
1171000000,476,서울특별시,송파구,001,학교,서울방이초등학교,1171011100101670000017224,1171011100,1171056100,서울특별시 송파구 위례성대로10길 4(방이동),8198,3153,127.12081416,37.51303612,방이1동장,
1171000000,479,서울특별시,송파구,001,학교,방산고등학교,1171011100102200005000001,1171011100,1171056100,서울특별시 송파구 오금로27길 18(방이동),8849,3403,127.1205548,37.50844733,방이1동장,
1171000000,492,서울특별시,송파구,001,학교,방이중학교,1171011100100530000017011,1171011100,1171056200,서울특별시 송파구 오금로11길 64(방이동),12195,4690,127.11330058,37.5146942,,
1174000000,365,서울특별시,강동구,001,학교,둔촌중학교,1174010600100190001000841,1174010600,1174070000,서울특별시 강동구 진황도로61길 25-30 (둔촌동),1225,471,127.14620623,37.53033608,학교장,
1174000000,337,서울특별시,강동구,004,관공서,강동 어린이 회관,1174010800105560001000001,1174010800,1174064000,서울특별시 강동구 성내로6길 16(성내동),470,180,127.12242072,37.52938774,관장,
1174000000,318,서울특별시,강동구,006,교회,성내동교회,1174010800101350030005617,1174010800,1174065000,서울특별시 강동구 풍성로35길 53(성내동),548,210,127.12530535,37.5341116,,
1174000000,320,서울특별시,강동구,006,교회,서울제일교회,1174010800104370036004362,1174010800,1174066000,서울특별시 강동구 강동대로53길 53(성내동),331,127,127.13217362,37.52527745,김진관집사,010-8717-3654
1174000000,431,서울특별시,강동구,001,학교,성내초등학교,1174010800103000003006635,1174010800,1174064000,서울특별시 강동구 성내로3길 19(성내동),180,69,127.12245578,37.53135774,학교장,
1174000000,335,서울특별시,강동구,004,관공서,성내1동 주민센터,1174010800105390001007495,1174010800,1174064000,서울특별시 강동구 성내로 13(성내동),184,70,127.12219489,37.53052858,동장,
4150000000,489,경기도,이천시,001,학교,율면고등학교,4150038021105450000073083,4150038021,4150038000,경기도 이천시 율면 고당로 48,528,203,127.54302496,37.08848891,안혜숙,031-641-0664
4688000000,41,전라남도,장성군,006,교회,약수교회,4688040025105270012015737,4688040025,4688040000,전라남도 장성군 북하면 약수2길 15,214,82,126.87978071,35.40595521,권병진,061-392-7469
4688000000,53,전라남도,장성군,013,"연수,숙박",백양관광호텔,4688040025103330003025131,4688040025,4688040000,전라남도 장성군 북하면 백양로 941,1950,150,126.88136058,35.41107698,김광호,010-7535-4660
4681000000,354,전라남도,강진군,001,학교,성전초등학교 다목적강당,4681036024101020000063078,4681036024,4681036000,전라남도 강진군 성전면 예향로 17,810,311,126.70740979,34.69342661,홍성식,010-3643-4589
4682000000,672,전라남도,해남군,002,마을회관,남천리마을회관,4682025034103340005000002,4682025034,4682025000,전라남도 해남군 해남읍 남천길 38,159,61,126.5679927,34.5599346,남천리이장 민삼홍,010-3631-7521
